ordering,previous,next,collection,archeCollection,file1,file2,imageSize,px,titleOriginal,titleDe,titleGr,descriptionDe,descriptionGr,singatureInv,oenbLink,photographDe,photographWikidata,photographGr,dateStart,dateEnd,date,placeRegionDe,placeRegionDeARCHE,placeRegionID,placeGeonames,placeRegionWikidata,coordinates,placeRegionGr,countryDe,countryID,countryGeonames,countryWikidata,countryGr,countryHistoryDe,countryHistoryID,countryHistoryWikidata,countryHistoryGr,journalFile1,journalTitle1,journalSignature1,journalLink,relation1,persons,journalFile2,journalTitle2,journalSignature2,relation2
0046. Agiasos,0045. Agiasos,0047. Agiasos,Fotos_0029-0060,Fotos_29-60,00000055.tif,00000056.tif,"10,4cm x 13,4cm",5100px x 6492px,46. Ajassu.,46. Ajassu [Agiasos].,46. Αγιάσος.,Stavrelis Vatanelis mit Eirini Karagianni und Panagioutouda Koulaxizeli,Ο Σταυρέλης  Βατανέλης με τις Ειρήνη Καράγιαννη και Παναγιουτούδα Νικόλα Κουλαξιζέλη,OeNB: Cod. Ser. 54103/28,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-77.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 77",http://data.onb.ac.at/rec/AC14015680,"„[Aufnahme] N(ummer) 10: 12 U(hr) Bl(ende) 70-
100. B(reite): Dieselben Mädchen [Eirini und Panagioutouda],
ein Mann in der Mitte.
[...]
Ειρήν’ Καράγιανν’
Παναγιουτούδα Νικόλα
Κουλαξιζέλ’
Der Mann hiess
Σταυρέλ Βατανέλ̉̉̉“",p0009 p0010 p0025,,,,
0047. Agiasos,0046. Agiasos,0048. Agiasos,Fotos_0029-0060,Fotos_29-60,00000057.tif,00000058.tif,"9,9cm x 12,8cm",4836px x 6264px,47. Ajassu.,47. Ajassu [Agiasos].,47. Αγιάσος.,"Teilansicht von Agiasos, aufgenommen vom Garten einer Kirche des Dorfes",Άποψη της Αγιάσου από τον κήπο μίας εκκλησίας του χωριού,OeNB: Cod. Ser. 54103/29,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-100.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 100",http://data.onb.ac.at/rec/AC14015680,"„Aufnahme
N(ummer) 11: 9 U(hr), Bl(ende) 8, M.
Teil von Ajássos vom
Baktsché της εκκλησίας aus“",,,,,
0048. Agiasos,0047. Agiasos,0049. Agiasos,Fotos_0029-0060,Fotos_29-60,00000059.tif,00000060.tif,"10,4cm x 13,4cm",5088px x 6528px,48. Ajassu.,48. Ajassu [Agiasos].,48. Αγιάσος.,"Teilansicht von Agiasos, aufgenommen vom Garten einer Kirche des Dorfes",Άποψη της Αγιάσου από τον κήπο μίας εκκλησίας του χωριού,OeNB: Cod. Ser. 54103/30,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-100.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 100",http://data.onb.ac.at/rec/AC14015680,"„[Aufnahme] N(ummer). 12: dasgleiche [9 U(hr), Bl(ende) 8, M.]
anderer Teil von Ajássos von
ebenda [Garten der Kirche]“",,,,,
0049. Agiasos,0048. Agiasos,0050. [Agiasos],Fotos_0061-0090,Fotos_61-90,00000061.tif,00000062.tif,"10,4cm x 13,4cm",6448px x 5124px,49. Ajassu.,49. Ajassu [Agiasos].,49. Αγιάσος.,"Stavroula Kypriou, Ehegattin vom Schuldirektor Dimitrios Kyprios mit ihrem Sohn Panagiotis",Η Σταυρούλα Κυπρίου σύζυγος του σχολάρχη Δημητρίου Κυπρίου με τον γιο τους Παναγιώτη,OeNB: Cod. Ser. 54103/31,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-100.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 100",http://data.onb.ac.at/rec/AC14015680,"„IV Serie Aufn(ahme) [Nummer] 1: ¼ 6 [Uhr]
Frau Σταυρούλα Κyprios mit ihrem
Kinde Παναγιώτης
Bl(ende) 32. ½ Sek(unde) B[elichtung?]“",p0015 p0016,,,,
0050. [Agiasos],0049. Agiasos,0051. Agiasos,Fotos_0061-0090,Fotos_61-90,00000063.tif,00000064.tif,"9,9cm x 12,8cm",6224px x 4856px,50.,50. [Agiasos],50. [Αγιάσος],Der Schuldirektor Dimitrios Kyprios mit seinem Sohn Panagiotis,Ο σχολάρχης Δημήτριος Κύπριος με το γιο του Παναγιώτη,OeNB: Cod. Ser. 54103/32,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-100.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stück 7, 100",http://data.onb.ac.at/rec/AC14015680,"„IV Serie Aufn(ahme) [Nummer] 1: ¼ 6 [Uhr]
[…]
[Aufnahme] N(ummer) 2: Herr Kyprios mit
Kind“",p0014 p0015,,,,
0051. Agiasos,0050. [Agiasos],0053. [Agiasos],Fotos_0061-0090,Fotos_61-90,00000065.tif,00000066.tif,"10,4cm x 13,4cm",6472px x 5096px,51. Ajassu,51. Ajassu [Agiasos],51. Αγιάσος,Der Schuldirektor Dimitrios Kyprios mit seiner Ehegattin Stavroula,Ο σχολάρχης Δημήτριος Κύπριος με τη σύζυγο του Σταυρούλα,OeNB: Cod. Ser. 54103/33,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-7-100.jpg,[Reise nach Lesbos 1901. Nr.] 2.,"OeNB: Cod. Ser. 53996, Stueck 7, 100",http://data.onb.ac.at/rec/AC14015680,"„IV Serie Aufn(ahme) [Nummer] 1: ¼ 6 [Uhr]
[…]
[Aufnahme] N(ummer) 3: Herr und Frau Kyprios“",p0014 p0016,,,,
0053. [Agiasos],0051. Agiasos,0054. Agiasos,Fotos_0061-0090,Fotos_61-90,00000067.tif,00000068.tif,"9,9cm x 12,8cm",6196px x 4864px,53.,53. [Agiasos],53. [Αγιάσος],Die Schwägerin des Schuldirektors Dimitrios Kyprios mit ihrem Ehemann[?],Η κουνιάδα του σχολάρχη Δημητρίου Κυπρίου με το σύζυγο[;] της,OeNB: Cod. Ser. 54103/34,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-8-84.jpg,[Reise nach Lesbos 1901. Nr.] 3.,"OeNB: Cod. Ser. 53996, Stueck 8, 84",http://data.onb.ac.at/rec/AC14015680,"„45) Mi(ttwoch) 18. Sept(ember)
Brief an Κύπριος
mit 4 Photographien (1) er u(nd) sie,
2) sie mit Kind 3) seine Schwägerin mit
Sohn, 4 Καμαρός) gesendet.“",,,,,
0054. Agiasos,0053. [Agiasos],0055. [Agiasos],Fotos_0061-0090,Fotos_61-90,00000069.tif,00000070.tif,"9,9cm x 12,8cm",6224px x 4892px,54. Ajassu.,54. Ajassu [Agiasos].,54. Αγιάσος.,Die Schwägerin des Schuldirektors Dimitrios Kyprios mit ihrem Sohn[?],Η κουνιάδα του σχολάρχη Δημητρίου Κυπρίου με το γιο[;] της,OeNB: Cod. Ser. 54103/35,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-8-84.jpg,[Reise nach Lesbos 1901. Nr.] 3.,"OeNB: Cod. Ser. 53996, Stueck 8, 84",http://data.onb.ac.at/rec/AC14015680,"„45) Mi(ttwoch) 18. Sept(ember)
Brief an Κύπριος
mit 4 Photographien (1) er u(nd) sie,
2) sie mit Kind 3) seine Schwägerin mit
Sohn, 4 Καμαρός) gesendet.“",,,,,
0055. [Agiasos],0054. Agiasos,0056. Chalikas,Fotos_0061-0090,Fotos_61-90,00000071.tif,00000072.tif,"9,9cm x 12,8cm",6200px x 4860px,55.,55. [Agiasos].,55. [Αγιάσος].,Der Schuldirektor Dimitrios Kyprios und der Kinderaufseher (paidonomos) N.N. Kamaros,Ο σχολάρχης Δημήτριος Κύπριος με τον παιδονόμο Καμαρό,OeNB: Cod. Ser. 54103/36,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,04.09.1901,07.09.1901,04.-07.09.1901,Agiasos/Lesbos,Agiasos/Lesbos,https://id.acdh.oeaw.ac.at/place-agiasos,https://www.geonames.org/264146,https://www.wikidata.org/wiki/Q2638873,"39.08333, 26.37111",Αγιάσος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-8-84.jpg,[Reise nach Lesbos 1901. Nr.] 3.,"OeNB: Cod. Ser. 53996, Stueck 8, 84",http://data.onb.ac.at/rec/AC14015680,"„45) Mi(ttwoch) 18. Sept(ember)
Brief an Κύπριος
mit 4 Photographien (1) er u(nd) sie,
2) sie mit Kind 3) seine Schwägerin mit
Sohn, 4 Καμαρός) gesendet.“",p0014 p0005,,,,
0056. Chalikas,0055. [Agiasos],0060. Michail K. Stefanidis,Fotos_0061-0090,Fotos_61-90,00000073.tif,00000074.tif,"10,4cm x 13,4cm",5004px x 6528px,56. Χάλικας.,56. Chalikas.,56. Χάλικας.,,,OeNB: Cod. Ser. 54103/37,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,11.09.1901,11.09.1901,11.09.1901,Chalikas/Lesbos,Chalikas/Lesbos,https://id.acdh.oeaw.ac.at/place-chalikas-islet,https://www.geonames.org/413653,https://www.wikidata.org/wiki/Q25118370,"38.51278, 26.21472",Χάλικας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0060. Michail K. Stefanidis,0056. Chalikas,0061. Potamos,Fotos_0061-0090,Fotos_61-90,00000075.tif,00000076.tif,"9,9cm x 12,8cm",6252px x 4848px,60. Μιχ. Κ. Στεφανίδης.,60. Mich(ail) K. Stefanidis.,60. Μιχ(αήλ) Κ. Στεφανίδης.,Michail K. Stefanidis Professor im Gymnasium von Mytilini,"Ο Μιχαήλ Κ. Στεφανίδης, καθηγητής στο γυμνάσιο της Μυτιλήνης",OeNB: Cod. Ser. 54103/38,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,23.09.1901,23.09.1901,23.09.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,p0019,,,,
0061. Potamos,0060. Michail K. Stefanidis,0062. Plomari,Fotos_0061-0090,Fotos_61-90,00000077.tif,00000078.tif,"10,4cm x 13,4cm",5092px x 6536px,61. Ποταμός.,61. Potamos.,61. Ποταμός.,Plomari vom Dampfer aufgenommen,Το Πλωμάρι φωτογραφημένο από ατμόπλοιο,OeNB: Cod. Ser. 54103/39,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,19.09.1901,19.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-8-85.jpg,[Reise nach Lesbos 1901. Nr.] 3.,"OeNB: Cod. Ser. 53996, Stueck 8, 85",http://data.onb.ac.at/rec/AC14015680,"„46) Do(nnerstag) 19. Sept(ember)
[...]
Aus Golf von Myrsinia vor-
bei zwischen kleinen Inseln
(H(eiliger) Georgios, Άγ(ιος) Βασίλιος)
und Festland vorbei kommen wir
12 U(hr) 15 nach Ποταμός =
Πλωμάρι. Auf(nahme) 1 vom
Dampfer.“",,,,,
0062. Plomari,0061. Potamos,0063. Aus Plomari,Fotos_0061-0090,Fotos_61-90,00000079.tif,00000080.tif,"10,4cm x 13,4cm",5092px x 6536px,62. Plomari.,62. Plomari.,62. Πλωμάρι.,"Von links nach rechts: Athina G. Kamatera,  Malangas P. Kountouris, Persefoni G. Kamatera und Ant. I. Athinaios","Από αριστερά προς τα δεξιά: η Αθηνά Γ. Καματερά,  ο Μαλάγγας Π. Κουντουρής, η Περσεφόνη Γ. Καματερά και ο Αντ. Ι. Αθηναίος",OeNB: Cod. Ser. 54103/40,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-30r.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 30r",http://data.onb.ac.at/rec/AC14015680,"„Photogr(aphische) Aufnahmen
[…]
[Nummer] 2. Bl(ende) 128. B.
Αντ. Ι. Αθηναίος
Περσεφόνη Γ. Καματερά
Μαλάγγας Π. Κουντουρής
Αθηνά Γ. Καματερά“",p0002 p0006 p0007 p0026,,,,
0063. Aus Plomari,0062. Plomari,0064. Plomari,Fotos_0061-0090,Fotos_61-90,00000081.tif,00000082.tif,"10,4cm x 13,4cm",5092px x 6536px,63. Aus Plomari.,63. Aus Plomari.,63. [Κάτοικοι] από το Πλωμάρι.,Dim. Evst. Kampas mit seiner Mutter Palougou D. Tserigotou sowie Amirsouda D. Tserigotou und Eirini G. Kamatera,"Ο Δημ. Ευστ. Καμπάς με τη μητέρα του Παλουγού Δ. Τσεριγότου, την Αμιρσούδα Δ. Τσεριγότου και την Ειρήνη Γ. Καματερά",OeNB: Cod. Ser. 54103/41,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-30r.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 30r",http://data.onb.ac.at/rec/AC14015680,"„Photogr(aphische) Aufnahmen
[…]                                                                                                                                 
[Nummer] 3. Δημ. Ευστ. Καμπάς und seine
Mutter
Παλουγού Δ. Τσεριγότου
Αμιρσούδα Δ. Τσεριγότου
Ειρήνη Γ. Καματερά“",p0008 p0023 p0022 p0027,,,,
0064. Plomari,0063. Aus Plomari,0065. [Plomari],Fotos_0061-0090,Fotos_61-90,00000083.tif,00000084.tif,"10,4cm x 13,4cm",6452px x 5092px,64. Plomari.,64. Plomari.,64. Πλωμάρι.,Aristeidis I. Kountouris und Athina G. Kamatera in Trachten,Ο Αριστείδης Ι. Κουντουρής και η Αθηνά Γ. Καματερά ντυμένη με παραδοσιακή ενδυμασία,OeNB: Cod. Ser. 54103/42,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-30v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 30v",http://data.onb.ac.at/rec/AC14015680,"[Photogr(aphische) Aufnahmen]
„[Nummer] 4. Αριστείδης Ι. Κουντουρή(ς)
Αθηνά [Γ. Καματερά]“",p0028 p0006,,,,
0065. [Plomari],0064. Plomari,0066. [Plomari],Fotos_0061-0090,Fotos_61-90,00000085.tif,00000086.tif,"9,9cm x 12,8cm",6228px x 4844px,65.,65. [Plomari],65. [Πλωμάρι],Ant. I. Athinaios und Persefoni G. Kamatera in westlicher Kleidung,Ο Αντ. Ι. Αθηναίος και η Περσεφόνη Γ. Καματερά ντυμένοι με αστική ενδυμασία,OeNB: Cod. Ser. 54103/43,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-30v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 30v",http://data.onb.ac.at/rec/AC14015680,"[Photogr(aphische) Aufnahmen]
„[Nummer] 5. Αντ. [Ι. Αθηναίος]“",p0002 p0007,,,,
0066. [Plomari],0065. [Plomari],0067. Potamos,Fotos_0061-0090,Fotos_61-90,00000087.tif,00000088.tif,"9,9cm x 12,8cm",6228px x 4836px,66.,66. [Plomari],66. [Πλωμάρι],Malangas P. Kountouris und Athina G. Kamatera  in westlicher Kleidung,Ο Μαλάγγας Π. Κουντουρής και η Αθηνά Γ. Καματερά ντυμένοι με αστική ενδυμασία,OeNB: Cod. Ser. 54103/44,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-30v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 30v",http://data.onb.ac.at/rec/AC14015680,"[Photogr(aphische) Aufnahmen]
„[Nummer] 6. Μαλάγγας [Π. Κουντουρής]“",p0026 p0006,,,,
0067. Potamos,0066. [Plomari],0068. Trygonas,Fotos_0061-0090,Fotos_61-90,00000089.tif,00000090.tif,"10,4cm x 13,4cm",6456px x 5092px,67. Ποταμός,67. Potamos.,67. Ποταμός.,Ansicht von Plomari,Άποψη του Πλωμαρίου,OeNB: Cod. Ser. 54103/45,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,19.09.1901,21.09.1901,19.-21.09.1901,Plomari/Lesbos,Plomari/Lesbos,https://id.acdh.oeaw.ac.at/place-plomari,https://www.geonames.org/254949,https://www.wikidata.org/wiki/Q2706370,"38.983333, 26.366667",Πλωμάρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
